Loan_ID,Country,Loan_Amount,Tenor_Months,Interest_Rate,Borrower_Type,Secured,Days_Past_Due,Credit_Score,Repayment_History,Months_Elapsed,Outstanding_Balance,Moody_Rating,Default_Spread,Country_Risk_Premium,PD_Base,Score_Factor,Delinquency_Factor,History_Factor,Collateral_Factor,PD,LGD_Base,LGD,EAD,Utilization,ECL
MF0414,Guinea,3704.49,60,0.1503,Women-owned,False,0,655.0,0.349,3,3519.27,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9857142857142858,1.0,1.651,1.0,0.0813707142857143,0.45,0.54,3695.2335000000003,0.9500012147421103,162.36924624765004
MF0415,Algeria,11232.9,60,0.2089,SME,False,0,732.0,0.883,51,1684.94,0.02979948756095544,0.05,0.08345474562790181,0.05,0.7657142857142857,1.0,1.117,1.0,0.042765142857142856,0.45,0.54,1769.1870000000001,0.15000044512102842,40.85614878984
MF0416,Guinea-Bissau,2075.45,54,0.2064,SME,True,0,393.0,0.78,3,1960.15,0.06437154930159515,0.05,0.13004052473527228,0.05,1.7342857142857144,1.0,1.22,0.8,0.08463314285714288,0.45,0.315,2058.1575000000003,0.9444457828422753,54.86932638180002
MF0417,Liberia,18459.32,6,0.184,Agricultural,True,0,450.0,0.719,5,3076.55,0.08916565418629636,0.05,0.16345052793348747,0.05,1.5714285714285714,1.0,1.2810000000000001,0.8,0.08052000000000001,0.45,0.315,3230.3775000000005,0.16666648608941176,81.93464883450002
MF0418,Guinea-Bissau,11826.26,30,0.098,Women-owned,True,0,597.0,0.937,14,6307.34,0.06437154930159515,0.05,0.13004052473527228,0.05,1.1514285714285715,1.0,1.063,0.8,0.04895874285714286,0.45,0.315,6622.707,0.5333334460767817,102.13541384482801
MF0419,Guinea,9944.99,24,0.1058,Women-owned,False,30,564.0,0.888,20,1657.5,0.08916565418629636,0.05,0.16345052793348747,0.05,1.2457142857142858,2.0,1.112,1.0,0.1385234285714286,0.45,0.54,1740.375,0.16666683425523807,130.18466448000004
MF0420,Brunei,17785.75,48,0.0959,Women-owned,False,0,655.0,0.875,36,4446.44,0.005936616662534093,0.05,0.051299578230558564,0.05,0.9857142857142858,1.0,1.125,1.0,0.05544642857142858,0.45,0.54,4668.762,0.25000014056196673,139.787736525
MF0421,"Yemen, Republic",30711.1,6,0.1781,Agricultural,False,0,592.0,0.816,0,30711.1,0.11884873749896686,0.05,0.20344841908628034,0.05,1.1657142857142857,1.0,1.1840000000000002,1.0,0.06901028571428573,0.45,0.54,32246.655,1.0,1201.6894724352003
MF0422,Liberia,18242.26,54,0.2291,Agricultural,True,0,680.0,0.828,1,17904.44,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9142857142857143,1.0,1.1720000000000002,0.8,0.042861714285714295,0.45,0.315,18799.662,0.981481461178604,253.82250851328007
MF0423,Syria,1858.08,36,0.1537,SME,True,0,463.0,0.776,6,1548.4,0.17499999999999996,0.05,0.2791121249739206,0.05,1.5342857142857143,1.0,1.224,0.8,0.07511862857142859,0.45,0.315,1625.8200000000002,0.8333333333333334,38.47075114176001
MF0424,Algeria,2911.25,24,0.1073,Individual,False,0,555.0,0.839,16,970.42,0.02979948756095544,0.05,0.08345474562790181,0.05,1.2714285714285714,1.0,1.161,1.0,0.07380642857142858,0.45,0.54,1018.941,0.3333344783168742,40.6103739129
MF0425,Guinea-Bissau,4915.48,54,0.1749,Women-owned,True,0,690.0,0.909,15,3550.07,0.06437154930159515,0.05,0.13004052473527228,0.05,0.8857142857142857,1.0,1.091,0.8,0.03865257142857143,0.45,0.315,3727.5735000000004,0.7222224482654798,45.38529480366001
MF0426,Malawi,8274.0,30,0.218,Women-owned,True,0,706.0,0.83,16,3861.2,0.08916565418629636,0.05,0.16345052793348747,0.05,0.84,1.0,1.17,0.8,0.03931200000000001,0.45,0.315,4054.2599999999998,0.4666666666666666,50.20503677280001
MF0427,Guinea,12260.37,30,0.2061,Individual,True,120,720.0,0.878,19,4495.47,0.08916565418629636,0.05,0.16345052793348747,0.05,0.8,15.0,1.1219999999999999,0.8,0.53856,0.45,0.315,4720.2435000000005,0.3666667482302736,800.7723168984
MF0428,Sierra Leone,4534.2,30,0.2298,Women-owned,False,0,492.0,0.817,25,755.7,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4514285714285715,1.0,1.183,1.0,0.08585200000000001,0.45,0.54,793.4850000000001,0.16666666666666669,36.786028078800015
MF0429,Sierra Leone,9408.92,6,0.1272,Agricultural,False,0,669.0,0.92,6,0.0,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9457142857142857,1.0,1.08,1.0,0.051068571428571435,0.45,0.54,0.0,0.0,0.0
MF0430,Brunei,4427.96,6,0.113,Agricultural,True,0,581.0,0.487,1,3689.97,0.005936616662534093,0.05,0.051299578230558564,0.05,1.197142857142857,1.0,1.513,0.8,0.07245108571428571,0.45,0.315,3874.4685,0.8333340861254392,88.423476558102
MF0431,Somalia,4968.07,48,0.2296,Women-owned,True,0,630.0,0.875,10,3933.06,0.09906001529051987,0.05,0.17678315831775177,0.05,1.0571428571428572,1.0,1.125,0.8,0.04757142857142858,0.45,0.315,4129.713,0.7916675892247895,61.883749305
MF0432,"Yemen, Republic",2629.82,48,0.1918,Agricultural,False,0,401.0,0.865,33,821.82,0.11884873749896686,0.05,0.20344841908628034,0.05,1.7114285714285713,1.0,1.135,1.0,0.09712357142857143,0.45,0.54,862.9110000000001,0.31250047531770236,45.256858998300004
MF0433,Madagascar,3871.56,36,0.1329,Agricultural,False,0,677.0,0.813,32,430.17,0.05447718819737166,0.05,0.116707894351008,0.05,0.9228571428571428,1.0,1.187,1.0,0.05477157142857143,0.45,0.54,451.67850000000004,0.11111025013172986,13.359136261770002
MF0434,Sudan,2748.07,24,0.2062,Women-owned,True,30,652.0,0.916,1,2633.57,0.17499999999999996,0.05,0.2791121249739206,0.05,0.9942857142857143,2.0,1.084,0.8,0.08622445714285716,0.45,0.315,2765.2485,0.9583343946842693,75.10609599494401
MF0435,Gambia,3711.91,12,0.2186,SME,True,30,710.0,0.838,12,0.0,0.04458282709314819,0.05,0.10337526396674374,0.05,0.8285714285714285,2.0,1.162,0.8,0.077024,0.45,0.315,0.0,0.0,0.0
MF0436,Algeria,18824.48,12,0.1845,Individual,True,30,663.0,0.899,6,9412.24,0.02979948756095544,0.05,0.08345474562790181,0.05,0.9628571428571429,2.0,1.101,0.8,0.08480845714285716,0.45,0.315,9882.852,0.5,264.01707054172806
MF0437,Algeria,3791.36,54,0.1969,Agricultural,False,0,619.0,0.723,40,982.95,0.02979948756095544,0.05,0.08345474562790181,0.05,1.0885714285714285,1.0,1.2770000000000001,1.0,0.06950528571428573,0.45,0.54,1032.0975,0.25926052920324105,38.73756507615001
MF0438,Syria,66563.1,30,0.1438,SME,True,0,617.0,0.838,21,19968.93,0.17499999999999996,0.05,0.2791121249739206,0.05,1.0942857142857143,1.0,1.162,0.8,0.0508624,0.45,0.315,20967.376500000002,0.3,335.9320935054841
MF0439,Libya,12023.93,24,0.1716,Agricultural,True,0,685.0,0.811,1,11522.93,0.015830977766757574,0.05,0.06463220861482283,0.05,0.9,1.0,1.189,0.8,0.04280400000000001,0.45,0.315,12099.076500000001,0.9583330907615064,163.13499420939004
MF0440,Guinea-Bissau,9394.4,60,0.1691,Agricultural,False,30,628.0,0.748,59,156.57,0.06437154930159515,0.05,0.13004052473527228,0.05,1.062857142857143,2.0,1.252,1.0,0.13306971428571432,0.45,0.54,164.3985,0.016666311845354678,11.813289168960004
MF0441,Madagascar,4077.8,6,0.2242,Individual,False,0,377.0,0.476,6,0.0,0.05447718819737166,0.05,0.116707894351008,0.05,1.78,1.0,1.524,1.0,0.135636,0.45,0.54,0.0,0.0,0.0
MF0442,Gambia,14189.36,42,0.2228,Agricultural,True,0,595.0,0.883,9,11148.78,0.04458282709314819,0.05,0.10337526396674374,0.05,1.157142857142857,1.0,1.117,0.8,0.05170114285714286,0.45,0.315,11706.219000000001,0.7857140843561655,190.64584376334005
MF0443,Algeria,5112.73,18,0.2216,Individual,False,0,604.0,0.923,14,1136.16,0.02979948756095544,0.05,0.08345474562790181,0.05,1.1314285714285715,1.0,1.077,1.0,0.06092742857142858,0.45,0.54,1192.968,0.22222178757728261,39.24961520832
MF0444,Algeria,8933.9,36,0.0819,Individual,True,0,501.0,0.801,28,1985.31,0.02979948756095544,0.05,0.08345474562790181,0.05,1.4257142857142857,1.0,1.1989999999999998,0.8,0.06837725714285713,0.45,0.315,2084.5755,0.22222209785200192,44.89932982411799
MF0445,Iran,62822.44,30,0.2074,Individual,True,0,728.0,0.465,24,12564.49,0.06437154930159515,0.05,0.13004052473527228,0.05,0.7771428571428571,1.0,1.535,0.8,0.047716571428571435,0.45,0.315,13192.7145,0.20000003183575804,198.29599768944004
MF0446,Liberia,7503.7,30,0.209,SME,True,0,371.0,0.883,22,2000.99,0.08916565418629636,0.05,0.16345052793348747,0.05,1.7971428571428572,1.0,1.117,0.8,0.08029634285714286,0.45,0.315,2101.0395000000003,0.26666711089196,53.14232323524602
MF0447,Libya,20321.17,30,0.1953,Women-owned,False,0,457.0,0.973,26,2709.49,0.015830977766757574,0.05,0.06463220861482283,0.05,1.5514285714285714,1.0,1.0270000000000001,1.0,0.07966585714285715,0.45,0.54,2844.9645,0.13333336613984334,122.38912913409001
MF0448,Madagascar,4616.81,6,0.2086,SME,True,0,673.0,0.787,0,4616.81,0.05447718819737166,0.05,0.116707894351008,0.05,0.9342857142857143,1.0,1.213,0.8,0.04533154285714286,0.45,0.315,4847.650500000001,1.0,69.22171506511802
MF0449,Malawi,7879.42,6,0.2231,Women-owned,False,0,693.0,0.946,3,3939.71,0.08916565418629636,0.05,0.16345052793348747,0.05,0.8771428571428571,1.0,1.054,1.0,0.04622542857142858,0.45,0.54,4136.6955,0.5,103.25908207278002
MF0450,Madagascar,33411.0,18,0.16,Women-owned,False,0,772.0,0.786,8,18561.67,0.05447718819737166,0.05,0.116707894351008,0.05,0.6514285714285715,1.0,1.214,1.0,0.03954171428571429,0.45,0.54,19489.7535,0.5555556553230971,416.15546277384004
MF0451,Myanmar,4907.04,60,0.1653,Individual,False,0,482.0,0.912,49,899.62,0.09906001529051987,0.05,0.17678315831775177,0.05,1.48,1.0,1.088,1.0,0.080512,0.45,0.54,944.601,0.18333251817796473,41.067926484480004
MF0452,Brunei,34542.95,24,0.1012,Agricultural,False,0,500.0,0.779,3,30225.08,0.005936616662534093,0.05,0.051299578230558564,0.05,1.4285714285714286,1.0,1.221,1.0,0.08721428571428573,0.45,0.54,31736.334000000003,0.874999963813166,1494.6453185400005
MF0453,Syria,14274.09,30,0.1455,Individual,False,0,437.0,0.594,8,10467.67,0.17499999999999996,0.05,0.2791121249739206,0.05,1.6085714285714285,1.0,1.4060000000000001,1.0,0.11308257142857145,0.45,0.54,10991.0535,0.7333336135613548,671.1641599440602
MF0454,Sudan,5166.89,12,0.1894,Agricultural,True,0,526.0,0.605,3,3875.17,0.17499999999999996,0.05,0.2791121249739206,0.05,1.3542857142857143,1.0,1.395,0.8,0.07556914285714286,0.45,0.315,4068.9285000000004,0.7500004838500529,96.85791331398
MF0455,Gambia,13439.13,48,0.2127,Women-owned,True,0,484.0,0.689,47,279.98,0.04458282709314819,0.05,0.10337526396674374,0.05,1.4742857142857142,1.0,1.311,0.8,0.07731154285714287,0.45,0.315,293.97900000000004,0.020833193815373467,7.159310568144003
MF0456,Somalia,17642.1,12,0.1169,Individual,False,0,568.0,0.959,2,14701.75,0.09906001529051987,0.05,0.17678315831775177,0.05,1.2342857142857142,1.0,1.041,1.0,0.06424457142857143,0.45,0.54,15436.837500000001,0.8333333333333334,535.535825076
MF0457,Iran,13325.68,54,0.1034,Agricultural,True,0,447.0,0.7,32,5428.98,0.06437154930159515,0.05,0.13004052473527228,0.05,1.58,1.0,1.3,0.8,0.08216000000000002,0.45,0.315,5700.429,0.4074073518199446,147.52938269160006
MF0458,Liberia,2307.27,12,0.1927,SME,False,0,454.0,0.869,6,1153.64,0.08916565418629636,0.05,0.16345052793348747,0.05,1.56,1.0,1.131,1.0,0.08821800000000002,0.45,0.54,1211.3220000000001,0.5000021670632393,57.704618265840026
MF0459,Brunei,4529.15,54,0.0803,Agricultural,False,0,651.0,0.938,30,2012.96,0.005936616662534093,0.05,0.051299578230558564,0.05,0.9971428571428571,1.0,1.062,1.0,0.05294828571428572,0.45,0.54,2113.608,0.4444454257421371,60.43243694688002
MF0460,Syria,6647.43,42,0.1103,Individual,True,0,394.0,0.732,5,5856.07,0.17499999999999996,0.05,0.2791121249739206,0.05,1.7314285714285713,1.0,1.268,0.8,0.08781805714285716,0.45,0.315,6148.8735,0.8809524884052934,170.09436918196803
MF0461,"Korea, D.P.R.",7634.66,48,0.0849,SME,False,60,363.0,0.964,9,6203.16,0.11884873749896686,0.05,0.20344841908628034,0.05,1.8199999999999998,4.0,1.036,1.0,0.377104,0.45,0.54,6513.318,0.812499836272997,1326.34706637888
MF0462,Haiti,13313.55,12,0.1084,Agricultural,True,0,656.0,0.907,3,9985.16,0.11884873749896686,0.05,0.20344841908628034,0.05,0.9828571428571429,1.0,1.093,0.8,0.042970514285714294,0.45,0.315,10484.418,0.7499998122213835,141.914062535616
MF0463,Guinea,9340.93,42,0.1108,Agricultural,True,0,653.0,0.75,21,4670.46,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9914285714285714,1.0,1.25,0.8,0.04957142857142857,0.45,0.315,4903.983,0.49999946472139284,76.575694545
MF0464,Zimbabwe,2784.22,36,0.1459,Agricultural,True,0,621.0,0.564,12,1856.15,0.08916565418629636,0.05,0.16345052793348747,0.05,1.0828571428571427,1.0,1.436,0.8,0.062199314285714284,0.45,0.315,1948.9575000000002,0.6666678638900663,38.18550332268
MF0465,Sudan,10983.6,24,0.1484,Agricultural,True,60,652.0,0.871,15,4118.85,0.17499999999999996,0.05,0.2791121249739206,0.05,0.9942857142857143,4.0,1.129,0.8,0.17960777142857146,0.45,0.315,4324.7925000000005,0.375,244.68139798704007
MF0466,Malawi,13206.56,42,0.2286,Agricultural,False,0,392.0,0.679,28,4402.19,0.08916565418629636,0.05,0.16345052793348747,0.05,1.737142857142857,1.0,1.321,1.0,0.11473828571428571,0.45,0.54,4622.2995,0.3333335857331508,286.39154917152
MF0467,Libya,12680.65,24,0.1667,SME,False,0,737.0,0.807,5,10038.85,0.015830977766757574,0.05,0.06463220861482283,0.05,0.7514285714285714,1.0,1.193,1.0,0.04482271428571429,0.45,0.54,10540.792500000001,0.7916668309589808,255.1321425091501
MF0468,Guinea,19237.65,12,0.203,Women-owned,False,0,729.0,0.773,9,4809.41,0.08916565418629636,0.05,0.16345052793348747,0.05,0.7742857142857142,1.0,1.2269999999999999,1.0,0.04750242857142857,0.45,0.54,5049.8805,0.24999987004649735,129.53605738257002
MF0469,Zimbabwe,15790.09,60,0.0977,SME,True,0,489.0,0.893,10,13158.41,0.08916565418629636,0.05,0.16345052793348747,0.05,1.46,1.0,1.107,0.8,0.06464879999999999,0.45,0.315,13816.3305,0.8333334388847689,281.360893976946
MF0470,Guinea,11700.0,42,0.1183,SME,True,0,697.0,0.819,23,5292.86,0.08916565418629636,0.05,0.16345052793348747,0.05,0.8657142857142857,1.0,1.181,0.8,0.04089634285714286,0.45,0.315,5557.503,0.4523811965811966,71.593687657044
MF0471,Liberia,7660.77,48,0.1995,SME,False,0,652.0,0.873,28,3191.99,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9942857142857143,1.0,1.127,1.0,0.056028,0.45,0.54,3351.5895,0.41666699300461957,101.40274251324001
MF0472,Guinea-Bissau,2145.72,12,0.089,Women-owned,True,60,549.0,0.761,2,1788.1,0.06437154930159515,0.05,0.13004052473527228,0.05,1.2885714285714287,4.0,1.2389999999999999,0.8,0.2554464,0.45,0.315,1877.5049999999999,0.8333333333333334,151.07459636808
MF0473,"Korea, D.P.R.",11426.55,30,0.1627,Individual,False,0,446.0,0.732,19,4189.73,0.11884873749896686,0.05,0.20344841908628034,0.05,1.5828571428571427,1.0,1.268,1.0,0.10035314285714285,0.45,0.54,4399.2164999999995,0.36666622908927016,238.39660901735996
MF0474,Gambia,9567.72,6,0.1819,Women-owned,False,0,588.0,0.784,1,7973.1,0.04458282709314819,0.05,0.10337526396674374,0.05,1.177142857142857,1.0,1.216,1.0,0.07157028571428571,0.45,0.54,8371.755000000001,0.8333333333333335,323.5512045312
MF0475,Somalia,10069.47,42,0.1824,SME,False,0,768.0,0.872,0,10069.47,0.09906001529051987,0.05,0.17678315831775177,0.05,0.6628571428571428,1.0,1.1280000000000001,1.0,0.03738514285714286,0.45,0.54,10572.9435,1.0,213.44634171072002
MF0476,Gambia,2917.85,48,0.0839,Agricultural,False,0,557.0,0.928,42,364.73,0.04458282709314819,0.05,0.10337526396674374,0.05,1.2657142857142858,1.0,1.072,1.0,0.06784228571428573,0.45,0.54,382.96650000000005,0.12499957160237847,14.029914264480006
MF0477,Sierra Leone,3412.34,36,0.1348,Agricultural,True,0,678.0,0.553,25,1042.66,0.08916565418629636,0.05,0.16345052793348747,0.05,0.92,1.0,1.447,0.8,0.05324960000000001,0.45,0.315,1094.7930000000001,0.3055557183633518,18.363646139832007
MF0478,Guinea,18817.12,30,0.1882,SME,False,30,621.0,0.946,25,3136.19,0.08916565418629636,0.05,0.16345052793348747,0.05,1.0828571428571427,2.0,1.054,1.0,0.11413314285714285,0.45,0.54,3292.9995000000004,0.16666684381031743,202.95380647548
MF0479,Sudan,7850.68,36,0.1053,Agricultural,True,0,540.0,0.571,11,5451.86,0.17499999999999996,0.05,0.2791121249739206,0.05,1.3142857142857143,1.0,1.429,0.8,0.07512457142857143,0.45,0.315,5724.4529999999995,0.6944443029138877,135.46482966072
MF0480,Somalia,13977.45,12,0.1982,SME,False,0,782.0,0.931,8,4659.15,0.09906001529051987,0.05,0.17678315831775177,0.05,0.6228571428571428,1.0,1.069,1.0,0.03329171428571428,0.45,0.54,4892.1075,0.3333333333333333,87.94798837829998
MF0481,Haiti,8288.75,6,0.2068,Agricultural,True,0,496.0,0.863,2,5525.83,0.11884873749896686,0.05,0.20344841908628034,0.05,1.44,1.0,1.137,0.8,0.0654912,0.45,0.315,5802.1215,0.6666662645151561,119.696188367952
MF0482,Guinea-Bissau,8298.29,42,0.2469,Women-owned,False,0,443.0,0.839,3,7705.56,0.06437154930159515,0.05,0.13004052473527228,0.05,1.5914285714285714,1.0,1.161,1.0,0.09238242857142857,0.45,0.54,8090.838000000001,0.9285720311052036,403.62368235372
MF0483,Madagascar,17164.99,42,0.1157,Individual,False,0,603.0,0.836,27,6130.35,0.05447718819737166,0.05,0.116707894351008,0.05,1.1342857142857143,1.0,1.1640000000000001,1.0,0.06601542857142859,0.45,0.54,6436.8675,0.3571426490781527,229.46358600180008
MF0484,Somalia,5362.39,60,0.2203,Individual,True,0,681.0,0.963,6,4826.15,0.09906001529051987,0.05,0.17678315831775177,0.05,0.9114285714285715,1.0,1.037,0.8,0.03780605714285715,0.45,0.315,5067.4574999999995,0.8999998135159881,60.34788516141
MF0485,Malawi,8750.77,60,0.1685,Women-owned,True,0,451.0,0.736,9,7438.15,0.08916565418629636,0.05,0.16345052793348747,0.05,1.5685714285714285,1.0,1.264,0.8,0.07930697142857143,0.45,0.315,7810.0575,0.8499994857595388,195.10848220752
MF0486,Gambia,5598.08,12,0.1435,Women-owned,False,0,627.0,0.789,2,4665.07,0.04458282709314819,0.05,0.10337526396674374,0.05,1.0657142857142856,1.0,1.2109999999999999,1.0,0.06452899999999999,0.45,0.54,4898.3234999999995,0.8333339287755802,170.68531525100994
MF0487,"Korea, D.P.R.",5723.88,12,0.1008,SME,True,0,448.0,0.684,8,1907.96,0.11884873749896686,0.05,0.20344841908628034,0.05,1.5771428571428572,1.0,1.3159999999999998,0.8,0.0830208,0.45,0.315,2003.3580000000002,0.3333333333333333,52.39092091161601
MF0488,Somalia,6327.51,6,0.205,SME,True,30,609.0,0.862,1,5272.92,0.09906001529051987,0.05,0.17678315831775177,0.05,1.1171428571428572,2.0,1.138,0.8,0.10170468571428573,0.45,0.315,5536.566000000001,0.8333325431330808,177.37483206441607
MF0489,Somalia,9678.93,60,0.1201,SME,True,0,609.0,0.901,35,4032.89,0.09906001529051987,0.05,0.17678315831775177,0.05,1.1171428571428572,1.0,1.099,0.8,0.0491096,0.45,0.315,4234.5345,0.41666692495968044,65.506233076578
MF0490,"Yemen, Republic",5524.79,48,0.1431,Agricultural,True,0,549.0,0.765,1,5409.69,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2885714285714287,1.0,1.2349999999999999,0.8,0.06365542857142857,0.45,0.315,5680.1745,0.9791666289578427,113.89579177977001
MF0491,Sierra Leone,22128.13,48,0.0906,SME,False,0,407.0,0.884,25,10603.06,0.08916565418629636,0.05,0.16345052793348747,0.05,1.6942857142857144,1.0,1.116,1.0,0.09454114285714288,0.45,0.54,11133.213,0.4791665631031632,568.3752075736802
MF0492,Malawi,3961.25,6,0.2162,Women-owned,True,0,655.0,0.842,4,1320.42,0.08916565418629636,0.05,0.16345052793348747,0.05,0.9857142857142858,1.0,1.158,0.8,0.04565828571428572,0.45,0.315,1386.441,0.33333417481855476,19.940293580760002
MF0493,Syria,6977.9,48,0.2103,Individual,True,0,440.0,0.835,13,5088.05,0.17499999999999996,0.05,0.2791121249739206,0.05,1.6,1.0,1.165,0.8,0.07456000000000002,0.45,0.315,5342.4525,0.7291663681050173,125.47497639600003
MF0494,Somalia,5699.96,54,0.2047,Agricultural,True,30,698.0,0.384,15,4116.64,0.09906001529051987,0.05,0.17678315831775177,0.05,0.8628571428571429,2.0,1.616,0.8,0.11155017142857145,0.45,0.315,4322.472000000001,0.7222226120885059,151.88433516748808
MF0495,Guinea,25785.88,24,0.1309,SME,True,0,500.0,0.73,21,3223.24,0.08916565418629636,0.05,0.16345052793348747,0.05,1.4285714285714286,1.0,1.27,0.8,0.07257142857142859,0.45,0.315,3384.402,0.125000193904571,77.36742972000002
MF0496,Madagascar,9482.88,6,0.1095,Agricultural,True,0,412.0,0.846,2,6321.92,0.05447718819737166,0.05,0.116707894351008,0.05,1.6800000000000002,1.0,1.154,0.8,0.07754880000000001,0.45,0.315,6638.0160000000005,0.6666666666666667,162.15260518195203
MF0497,"Korea, D.P.R.",18499.07,6,0.1884,Agricultural,True,0,563.0,0.646,1,15415.89,0.11884873749896686,0.05,0.20344841908628034,0.05,1.2485714285714287,1.0,1.354,0.8,0.06762262857142859,0.45,0.315,16186.6845,0.8333332432387142,344.7946384301161
MF0498,Syria,2468.96,18,0.1643,SME,True,0,480.0,0.869,16,274.33,0.17499999999999996,0.05,0.2791121249739206,0.05,1.4857142857142858,1.0,1.131,0.8,0.0672137142857143,0.45,0.315,288.0465,0.11111156114315339,6.09861267288
MF0499,Madagascar,10033.05,30,0.1103,Agricultural,True,0,825.0,0.541,13,5685.4,0.05447718819737166,0.05,0.116707894351008,0.05,0.5,1.0,1.459,0.8,0.02918,0.45,0.315,5969.67,0.5666671650196102,54.87141573900001
MF0500,"Korea, D.P.R.",16509.72,30,0.1966,Individual,False,0,705.0,0.862,21,4952.92,0.11884873749896686,0.05,0.20344841908628034,0.05,0.8428571428571429,1.0,1.138,1.0,0.047958571428571434,0.45,0.54,5200.566000000001,0.30000024228151656,134.68232662920005
